Entidad_federativa,Municipio,Tipo_de_Fuente,SO_2,CO,NOx,COV,PM_010,PM_2_5,NH_3,Entidad
Yucatán,Oxkutzcab,Fuentes de área,5.917,1398.335,44.979,768.1749999999998,217.398,174.944,105.936,Yucatán
Yucatán,Oxkutzcab,Fuentes móviles carreteros,6.271,914.147,187.168,87.251,18.161,16.661,1.438,Yucatán
Yucatán,Oxkutzcab,Fuentes móviles que no circulan por carretera,0.163,1.759,16.565,0.636,0.432,0.39,0.0,Yucatán
Yucatán,Oxkutzcab,Fuentes naturales,,,712.08,7340.658,,,,Yucatán
Yucatán,Panabá,Fuentes de área,1.126,321.708,9.037,204.559,60.422,40.461,94.587,Yucatán
Yucatán,Panabá,Fuentes móviles carreteros,1.122,222.55,28.717,21.226,1.934,1.768,0.4289999999999999,Yucatán
Yucatán,Panabá,Fuentes móviles que no circulan por carretera,0.07399999999999998,0.685,2.127,0.164,0.13,0.126,0.001,Yucatán
Yucatán,Panabá,Fuentes naturales,,,2857.987,6197.918,,,,Yucatán
Yucatán,Peto,Fuentes de área,4.281,1139.862,36.378,687.603,192.509,149.382,96.151,Yucatán
Yucatán,Peto,Fuentes móviles carreteros,3.007,515.717,82.71299999999998,48.14,6.463,5.921,0.947,Yucatán
Yucatán,Peto,Fuentes móviles que no circulan por carretera,0.026,0.2409999999999999,0.75,0.058,0.046,0.044,0.0,Yucatán
Yucatán,Peto,Fuentes naturales,,,661.618,12052.104,,,,Yucatán
Yucatán,Progreso,Fuentes fijas,178.885,1.679,4.494,89.241,0.59,0.335,0.015,Yucatán
Yucatán,Progreso,Fuentes de área,0.88,243.513,15.235,1373.065,35.703,31.565,179.875,Yucatán
Yucatán,Progreso,Fuentes móviles carreteros,19.503,3367.086,544.015,326.166,38.731,35.463,6.278,Yucatán
Yucatán,Progreso,Fuentes móviles que no circulan por carretera,8.51,18.198,138.001,18.822,0.8459999999999999,0.772,0.0,Yucatán
Yucatán,Progreso,Fuentes naturales,,,193.571,2708.167,,,,Yucatán
Yucatán,Quintana Roo,Fuentes de área,0.222,60.275,1.777,34.0,8.641999999999998,7.551999999999999,5.299,Yucatán
Yucatán,Quintana Roo,Fuentes móviles carreteros,0.015,3.637,0.566,0.393,0.006,0.005,0.005,Yucatán
Yucatán,Quintana Roo,Fuentes móviles que no circulan por carretera,0.158,1.729,17.35,0.646,0.434,0.39,0.0,Yucatán
Yucatán,Quintana Roo,Fuentes naturales,,,27.519,1195.623,,,,Yucatán
Yucatán,Río Lagartos,Fuentes fijas,0.0,2.996,5.216,0.0,0.323,0.162,0.0,Yucatán
Yucatán,Río Lagartos,Fuentes de área,0.18,49.213,2.646,63.794,11.056,6.526,15.858,Yucatán
Yucatán,Río Lagartos,Fuentes móviles carreteros,0.267,57.71,8.451,5.663,0.274,0.249,0.085,Yucatán
Yucatán,Río Lagartos,Fuentes móviles que no circulan por carretera,0.015,0.135,0.4189999999999999,0.032,0.026,0.025,0.0,Yucatán
Yucatán,Río Lagartos,Fuentes naturales,,,666.042,1852.988,,,,Yucatán
Yucatán,Sacalum,Fuentes de área,1.352,312.131,10.068,134.838,45.067,39.383,73.44,Yucatán
Yucatán,Sacalum,Fuentes móviles carreteros,0.6129999999999999,138.166,14.912,12.916,0.57,0.517,0.275,Yucatán
Yucatán,Sacalum,Fuentes móviles que no circulan por carretera,0.005,0.051,0.157,0.012,0.01,0.008999999999999998,0.0,Yucatán
Yucatán,Sacalum,Fuentes naturales,,,189.268,2123.756,,,,Yucatán
Yucatán,Samahil,Fuentes de área,0.695,200.333,5.477,118.99,25.508,23.601,777.101,Yucatán
Yucatán,Samahil,Fuentes móviles carreteros,0.657,120.839,17.895,11.555,1.384,1.267,0.22,Yucatán
Yucatán,Samahil,Fuentes móviles que no circulan por carretera,0.002,0.02,0.063,0.005,0.004,0.004,0.0,Yucatán
Yucatán,Samahil,Fuentes naturales,,,173.731,1685.061,,,,Yucatán
Yucatán,Sanahcat,Fuentes de área,0.255,72.518,1.962,43.972,9.295000000000002,8.698,4.932,Yucatán
Yucatán,Sanahcat,Fuentes móviles carreteros,0.048,11.504,1.467,1.182,0.017,0.015,0.019,Yucatán
Yucatán,Sanahcat,Fuentes móviles que no circulan por carretera,0.127,1.393,14.114,0.523,0.3509999999999999,0.315,0.0,Yucatán
Yucatán,Sanahcat,Fuentes naturales,,,19.63,301.237,,,,Yucatán
Yucatán,San Felipe,Fuentes de área,3.645,411.019,12.402,59.459,47.377,36.692,33.001,Yucatán
Yucatán,San Felipe,Fuentes móviles carreteros,0.2129999999999999,47.252,6.241,4.572,0.162,0.1459999999999999,0.08,Yucatán
Yucatán,San Felipe,Fuentes móviles que no circulan por carretera,0.028,0.253,0.787,0.061,0.048,0.047,0.0,Yucatán
Yucatán,San Felipe,Fuentes naturales,,,1149.205,3422.938,,,,Yucatán
Yucatán,Santa Elena,Fuentes fijas,0.0,0.029,0.051,0.0,0.003,0.003,0.0,Yucatán
Yucatán,Santa Elena,Fuentes de área,1.207,292.044,10.326,130.053,45.175,39.425,150.108,Yucatán
Yucatán,Santa Elena,Fuentes móviles carreteros,0.3559999999999999,72.60599999999998,10.898,7.022,0.48,0.438,0.114,Yucatán
Yucatán,Santa Elena,Fuentes móviles que no circulan por carretera,0.003,0.025,0.078,0.006,0.005,0.005,0.0,Yucatán
Yucatán,Santa Elena,Fuentes naturales,,,229.07,5504.034,,,,Yucatán
Yucatán,Seyé,Fuentes de área,3.513,586.855,17.601,243.975,68.949,62.146,786.2709999999998,Yucatán
Yucatán,Seyé,Fuentes móviles carreteros,0.988,194.585,25.316,18.614,1.69,1.545,0.379,Yucatán
Yucatán,Seyé,Fuentes móviles que no circulan por carretera,0.271,2.977,30.138,1.117,0.749,0.673,0.0,Yucatán
Yucatán,Seyé,Fuentes naturales,,,165.091,1984.708,,,,Yucatán
Yucatán,Sinanché,Fuentes de área,1.187,258.266,9.3,80.724,35.995,33.277,71.318,Yucatán
Yucatán,Sinanché,Fuentes móviles carreteros,0.41,85.012,12.203,8.176999999999998,0.497,0.453,0.14,Yucatán
Yucatán,Sinanché,Fuentes móviles que no circulan por carretera,0.003,0.029,0.09,0.007,0.005,0.005,0.0,Yucatán
Yucatán,Sinanché,Fuentes naturales,,,284.988,945.108,,,,Yucatán
Yucatán,Sotuta,Fuentes fijas,0.0,0.126,0.22,0.0,0.012,0.012,0.0,Yucatán
Yucatán,Sotuta,Fuentes de área,1.616,433.191,12.964,239.676,61.472,54.7,1134.951,Yucatán
Yucatán,Sotuta,Fuentes móviles carreteros,0.43,84.135,13.809,7.67,0.4879999999999999,0.445,0.13,Yucatán
Yucatán,Sotuta,Fuentes móviles que no circulan por carretera,0.1459999999999999,1.596,15.768,0.5909999999999999,0.398,0.3579999999999999,0.0,Yucatán
Yucatán,Sotuta,Fuentes naturales,,,164.593,6199.849,,,,Yucatán
Yucatán,Sucilá,Fuentes de área,0.627,168.129,5.19,112.372,29.443,21.705,79.89499999999998,Yucatán
Yucatán,Sucilá,Fuentes móviles carreteros,0.438,84.411,13.347,8.016,0.679,0.621,0.136,Yucatán
Yucatán,Sucilá,Fuentes móviles que no circulan por carretera,0.039,0.3569999999999999,1.11,0.08599999999999998,0.068,0.066,0.0,Yucatán
Yucatán,Sucilá,Fuentes naturales,,,1284.285,3192.11,,,,Yucatán
Yucatán,Sudzal,Fuentes de área,0.2849999999999999,80.402,2.253,47.167,11.316,9.78,17.398,Yucatán
Yucatán,Sudzal,Fuentes móviles carreteros,0.092,21.183,2.825,1.969,0.029,0.025,0.036,Yucatán
Yucatán,Sudzal,Fuentes móviles que no circulan por carretera,0.004,0.04,0.125,0.01,0.008,0.007,0.0,Yucatán
Yucatán,Sudzal,Fuentes naturales,,,219.079,2347.015,,,,Yucatán
Yucatán,Suma,Fuentes de área,0.274,78.063,2.234,50.001,10.171,9.32,5.22,Yucatán
Yucatán,Suma,Fuentes móviles carreteros,0.1439999999999999,35.573,3.709,3.53,0.052,0.046,0.068,Yucatán
Yucatán,Suma,Fuentes móviles que no circulan por carretera,0.006,0.053,0.165,0.013,0.01,0.01,0.0,Yucatán
Yucatán,Suma,Fuentes naturales,,,146.048,882.7369999999999,,,,Yucatán
Yucatán,Tahdziú,Fuentes de área,1.044,273.677,10.074,200.264,39.5,34.94,18.31,Yucatán
Yucatán,Tahdziú,Fuentes móviles carreteros,0.08799999999999998,21.108,2.568,2.138,0.031,0.027,0.036,Yucatán
Yucatán,Tahdziú,Fuentes móviles que no circulan por carretera,0.004,0.037,0.115,0.008999999999999998,0.007,0.007,0.0,Yucatán
Yucatán,Tahdziú,Fuentes naturales,,,80.917,2762.46,,,,Yucatán
Yucatán,Tahmek,Fuentes fijas,0.0,0.002,0.004,0.0,0.0,0.0,0.0,Yucatán
Yucatán,Tahmek,Fuentes de área,0.465,133.898,3.798,92.612,18.031,16.013,22.701,Yucatán
Yucatán,Tahmek,Fuentes móviles carreteros,0.313,71.647,9.19,6.873,0.199,0.18,0.1179999999999999,Yucatán
Yucatán,Tahmek,Fuentes móviles que no circulan por carretera,0.002,0.015,0.046,0.004,0.003,0.003,0.0,Yucatán
Yucatán,Tahmek,Fuentes naturales,,,123.808,1078.074,,,,Yucatán
Yucatán,Teabo,Fuentes fijas,0.0,0.067,0.117,0.0,0.006,0.0,0.0,Yucatán
Yucatán,Teabo,Fuentes de área,1.101,299.271,11.497,265.299,41.76,37.038,37.465,Yucatán
Yucatán,Teabo,Fuentes móviles carreteros,0.3639999999999999,76.39199999999998,10.796,7.115,0.389,0.3539999999999999,0.127,Yucatán
Yucatán,Teabo,Fuentes móviles que no circulan por carretera,0.003,0.031,0.096,0.007,0.006,0.006,0.0,Yucatán
Yucatán,Teabo,Fuentes naturales,,,53.886,2606.742,,,,Yucatán
Yucatán,Tecoh,Fuentes de área,2.506,707.948,20.18,417.162,91.931,84.552,554.302,Yucatán
Yucatán,Tecoh,Fuentes móviles carreteros,1.279,253.871,34.088,24.194,2.072,1.893,0.4719999999999999,Yucatán
Yucatán,Tecoh,Fuentes móviles que no circulan por carretera,0.4779999999999999,5.242,52.95,1.964,1.318,1.184,0.0,Yucatán
Yucatán,Tecoh,Fuentes naturales,,,387.236,3942.764,,,,Yucatán
Yucatán,Tekal de Venegas,Fuentes de área,0.439,125.04,3.636,83.102,16.203,14.92,30.253,Yucatán
Yucatán,Tekal de Venegas,Fuentes móviles carreteros,0.18,43.506,4.83,4.139,0.063,0.056,0.08,Yucatán
Yucatán,Tekal de Venegas,Fuentes móviles que no circulan por carretera,0.2379999999999999,2.611,26.224,0.975,0.655,0.5889999999999999,0.0,Yucatán
Yucatán,Tekal de Venegas,Fuentes naturales,,,467.471,1708.89,,,,Yucatán
Yucatán,Tekantó,Fuentes fijas,0.0,0.006,0.01,0.0,0.001,0.001,0.0,Yucatán
Yucatán,Tekantó,Fuentes de área,0.548,156.071,4.481,102.581,20.063,18.613,21.954,Yucatán
Yucatán,Tekantó,Fuentes móviles carreteros,0.329,72.97499999999998,9.472,6.911,0.196,0.1759999999999999,0.129,Yucatán
Yucatán,Tekantó,Fuentes móviles que no circulan por carretera,0.2109999999999999,2.314,23.405,0.8679999999999999,0.5819999999999999,0.523,0.0,Yucatán
Yucatán,Tekantó,Fuentes naturales,,,105.962,716.113,,,,Yucatán
Yucatán,Tekax,Fuentes de área,10.972,2503.431,84.958,1186.664,363.889,313.452,207.896,Yucatán
Yucatán,Tekax,Fuentes móviles carreteros,5.971,936.3,183.37,88.351,14.209,13.025,1.452,Yucatán
Yucatán,Tekax,Fuentes móviles que no circulan por carretera,0.122,1.258,9.752,0.4139999999999999,0.2899999999999999,0.267,0.0,Yucatán
Yucatán,Tekax,Fuentes naturales,,,1553.231,27902.476,,,,Yucatán
Yucatán,Tekit,Fuentes de área,4.415,697.433,23.065,357.884,80.94,71.497,58.582,Yucatán
Yucatán,Tekit,Fuentes móviles carreteros,0.7109999999999999,127.338,21.609,11.965,1.294,1.184,0.2109999999999999,Yucatán
Yucatán,Tekit,Fuentes móviles que no circulan por carretera,0.002,0.02,0.061,0.005,0.004,0.004,0.0,Yucatán
Yucatán,Tekit,Fuentes naturales,,,225.357,2771.294,,,,Yucatán
Yucatán,Tekom,Fuentes de área,0.5879999999999999,157.514,4.97,97.099,23.735,20.032,9.611,Yucatán
Yucatán,Tekom,Fuentes móviles carreteros,0.275,52.916,8.590999999999998,3.985,0.058,0.051,0.098,Yucatán
Yucatán,Tekom,Fuentes móviles que no circulan por carretera,0.003,0.026,0.08,0.006,0.005,0.005,0.0,Yucatán
Yucatán,Tekom,Fuentes naturales,,,73.33499999999998,2941.546,,,,Yucatán
Yucatán,Telchac Pueblo,Fuentes de área,0.31,88.485,2.757,72.55,11.462,10.588,21.75,Yucatán
Yucatán,Telchac Pueblo,Fuentes móviles carreteros,0.8589999999999999,158.254,24.123,15.12,1.636,1.497,0.2839999999999999,Yucatán
Yucatán,Telchac Pueblo,Fuentes móviles que no circulan por carretera,0.002,0.021,0.066,0.005,0.004,0.004,0.0,Yucatán
Yucatán,Telchac Pueblo,Fuentes naturales,,,143.559,419.091,,,,Yucatán
Yucatán,Telchac Puerto,Fuentes fijas,0.0,0.111,0.196,0.0,0.01,0.01,0.0,Yucatán
Yucatán,Telchac Puerto,Fuentes de área,0.158,37.997,1.697,38.752,5.684,4.849,3.528,Yucatán
Yucatán,Telchac Puerto,Fuentes móviles carreteros,0.4719999999999999,100.638,12.871,9.435,0.516,0.47,0.183,Yucatán
Yucatán,Telchac Puerto,Fuentes móviles que no circulan por carretera,0.0,0.004,0.013,0.001,0.001,0.001,0.0,Yucatán
Yucatán,Telchac Puerto,Fuentes naturales,,,77.61799999999998,239.621,,,,Yucatán
Yucatán,Temax,Fuentes de área,1.11,312.077,9.437,195.769,41.906,37.757,28.866,Yucatán
Yucatán,Temax,Fuentes móviles carreteros,0.5939999999999999,116.467,16.016,11.09,1.004,0.918,0.216,Yucatán
Yucatán,Temax,Fuentes móviles que no circulan por carretera,0.055,0.5759999999999998,5.003,0.2,0.138,0.125,0.0,Yucatán
Yucatán,Temax,Fuentes naturales,,,701.884,2650.579,,,,Yucatán
Yucatán,Temozón,Fuentes de área,2.809,765.84,24.248,510.148,111.234,95.905,74.162,Yucatán
Yucatán,Temozón,Fuentes móviles carreteros,1.505,280.687,43.55,24.119,1.863,1.701,0.52,Yucatán
Yucatán,Temozón,Fuentes móviles que no circulan por carretera,0.06,0.549,1.705,0.131,0.104,0.101,0.001,Yucatán
Yucatán,Temozón,Fuentes naturales,,,624.851,6596.85,,,,Yucatán
Yucatán,Tepakán,Fuentes de área,0.3459999999999999,98.609,2.808,64.256,12.795,11.792,18.467,Yucatán
Yucatán,Tepakán,Fuentes móviles carreteros,0.105,25.647,2.79,2.552,0.037,0.033,0.047,Yucatán
Yucatán,Tepakán,Fuentes móviles que no circulan por carretera,0.001,0.012,0.038,0.003,0.002,0.002,0.0,Yucatán
Yucatán,Tepakán,Fuentes naturales,,,179.511,1097.299,,,,Yucatán
Yucatán,Tetiz,Fuentes de área,0.71,204.442,5.559,127.298,25.555,24.121,139.273,Yucatán
Yucatán,Tetiz,Fuentes móviles carreteros,0.436,93.672,11.624,8.775,0.508,0.462,0.1719999999999999,Yucatán
Yucatán,Tetiz,Fuentes móviles que no circulan por carretera,0.001,0.006,0.02,0.002,0.001,0.001,0.0,Yucatán
Yucatán,Tetiz,Fuentes naturales,,,263.087,3145.421,,,,Yucatán
Yucatán,Teya,Fuentes de área,0.311,88.27299999999998,2.463,54.676,11.467,10.586,11.216,Yucatán
Yucatán,Teya,Fuentes móviles carreteros,0.078,19.16,2.006,1.87,0.028,0.024,0.037,Yucatán
Yucatán,Teya,Fuentes móviles que no circulan por carretera,0.001,0.012,0.037,0.003,0.002,0.002,0.0,Yucatán
Yucatán,Teya,Fuentes naturales,,,101.131,735.758,,,,Yucatán
Yucatán,Ticul,Fuentes de área,4.207,1145.469,38.398,897.171,153.021,142.178,123.525,Yucatán
Yucatán,Ticul,Fuentes móviles carreteros,8.468999999999998,1627.703,217.134,153.306,14.12,12.908,3.156,Yucatán
Yucatán,Ticul,Fuentes móviles que no circulan por carretera,0.42,4.6,46.137,1.717,1.153,1.037,0.0,Yucatán
Yucatán,Ticul,Fuentes naturales,,,333.453,3395.457,,,,Yucatán
Yucatán,Timucuy,Fuentes de área,1.058,306.042,8.092,171.509,38.205,35.884,60.051,Yucatán
Yucatán,Timucuy,Fuentes móviles carreteros,0.527,122.083,12.815,11.665,0.459,0.4159999999999999,0.2379999999999999,Yucatán
Yucatán,Timucuy,Fuentes móviles que no circulan por carretera,0.0,0.004,0.012,0.001,0.001,0.001,0.0,Yucatán
Yucatán,Timucuy,Fuentes naturales,,,124.337,1357.929,,,,Yucatán
Yucatán,Tinum,Fuentes de área,1.853,504.301,15.647,315.828,72.259,62.979,36.111,Yucatán
Yucatán,Tinum,Fuentes móviles carreteros,1.277,230.372,39.162,20.41,1.804,1.649,0.393,Yucatán
Yucatán,Tinum,Fuentes móviles que no circulan por carretera,0.32,7.785,30.248,2.597,0.758,0.683,0.0,Yucatán
Yucatán,Tinum,Fuentes naturales,,,177.568,5001.869,,,,Yucatán
Yucatán,Tixcacalcupul,Fuentes de área,1.616,426.72,13.311,216.633,62.056,54.33,37.181,Yucatán
Yucatán,Tixcacalcupul,Fuentes móviles carreteros,0.4739999999999999,100.179,13.579,8.455,0.124,0.109,0.192,Yucatán
Yucatán,Tixcacalcupul,Fuentes móviles que no circulan por carretera,0.007,0.06,0.186,0.014,0.011,0.011,0.0,Yucatán
Yucatán,Tixcacalcupul,Fuentes naturales,,,105.818,5526.035,,,,Yucatán
Yucatán,Tixkokob,Fuentes de área,2.793,534.357,17.582,347.751,64.285,58.106,563.292,Yucatán
Yucatán,Tixkokob,Fuentes móviles carreteros,3.083,648.109,77.506,62.468,3.892,3.548,1.273,Yucatán
Yucatán,Tixkokob,Fuentes móviles que no circulan por carretera,0.221,2.426,24.483,0.909,0.61,0.548,0.0,Yucatán
Yucatán,Tixkokob,Fuentes naturales,,,178.645,1679.245,,,,Yucatán
Yucatán,Tixmehuac,Fuentes fijas,0.0,0.021,0.037,0.0,0.002,0.002,0.0,Yucatán
Yucatán,Tixmehuac,Fuentes de área,1.269,318.063,10.892,161.364,51.392,42.701,26.099,Yucatán
Yucatán,Tixmehuac,Fuentes móviles carreteros,0.192,44.14,6.718,4.213,0.067,0.059,0.056,Yucatán
Yucatán,Tixmehuac,Fuentes móviles que no circulan por carretera,0.007,0.061,0.191,0.015,0.012,0.011,0.0,Yucatán
Yucatán,Tixmehuac,Fuentes naturales,,,50.093,2489.736,,,,Yucatán
Yucatán,Tixpéhual,Fuentes de área,0.542,152.47,4.995,106.777,19.959,18.414,65.104,Yucatán
Yucatán,Tixpéhual,Fuentes móviles carreteros,0.951,205.868,23.485,19.874,1.135,1.033,0.4079999999999999,Yucatán
Yucatán,Tixpéhual,Fuentes móviles que no circulan por carretera,0.1409999999999999,1.546,15.612,0.5789999999999998,0.389,0.3489999999999999,0.0,Yucatán
Yucatán,Tixpéhual,Fuentes naturales,,,77.59999999999998,737.119,,,,Yucatán
Yucatán,Tizimín,Fuentes fijas,0.0,0.001,0.003,0.0,0.0,0.0,0.0,Yucatán
Yucatán,Tizimín,Fuentes de área,16.904,4115.05,140.179,1977.02,736.476,554.752,572.071,Yucatán
Yucatán,Tizimín,Fuentes móviles carreteros,11.574,1945.85,334.404,181.288,23.276,21.318,3.451,Yucatán
Yucatán,Tizimín,Fuentes móviles que no circulan por carretera,0.499,4.791,23.357,1.311,0.984,0.933,0.004,Yucatán
Yucatán,Tizimín,Fuentes naturales,,,6096.733,35359.284,,,,Yucatán
Yucatán,Tunkás,Fuentes de área,0.653,179.658,5.213,104.445,31.099,23.036,22.126,Yucatán
Yucatán,Tunkás,Fuentes móviles carreteros,0.2039999999999999,41.728,6.784,3.852,0.248,0.226,0.057,Yucatán
Yucatán,Tunkás,Fuentes móviles que no circulan por carretera,0.54,5.877,57.7,2.17,1.463,1.318,0.0,Yucatán
Yucatán,Tunkás,Fuentes naturales,,,436.249,4276.614,,,,Yucatán
Yucatán,Tzucacab,Fuentes de área,3.747,860.423,26.869,437.924,129.916,105.452,86.001,Yucatán
Yucatán,Tzucacab,Fuentes móviles carreteros,0.988,165.092,31.321,15.336,2.124,1.946,0.249,Yucatán
Yucatán,Tzucacab,Fuentes móviles que no circulan por carretera,0.031,0.2839999999999999,0.882,0.068,0.054,0.052,0.0,Yucatán
Yucatán,Tzucacab,Fuentes naturales,,,898.71,7030.914,,,,Yucatán
Yucatán,Uayma,Fuentes de área,0.971,233.356,7.777,126.916,36.892,32.916,15.106,Yucatán
Yucatán,Uayma,Fuentes móviles carreteros,0.263,55.987,7.402,4.697,0.068,0.06,0.11,Yucatán
Yucatán,Uayma,Fuentes móviles que no circulan por carretera,0.1409999999999999,1.541,15.451,0.5749999999999998,0.386,0.3469999999999999,0.0,Yucatán
Yucatán,Uayma,Fuentes naturales,,,44.634,2061.578,,,,Yucatán
Yucatán,Ucú,Fuentes de área,0.38,107.972,3.061,70.597,13.634,12.916,366.107,Yucatán
Yucatán,Ucú,Fuentes móviles carreteros,0.965,186.638,25.368,17.984,1.774,1.622,0.3529999999999999,Yucatán
Yucatán,Ucú,Fuentes móviles que no circulan por carretera,0.0,0.002,0.005,0.0,0.0,0.0,0.0,Yucatán
Yucatán,Ucú,Fuentes naturales,,,70.094,1318.646,,,,Yucatán
Yucatán,Umán,Fuentes fijas,76.24299999999998,13.918,21.5,70.032,3.214,2.325,0.6,Yucatán
Yucatán,Umán,Fuentes de área,3.042,851.076,44.708,1404.476,113.939,102.573,1073.369,Yucatán
Yucatán,Umán,Fuentes móviles carreteros,14.58,2833.355,363.315,269.761,24.833,22.702,5.595,Yucatán
Yucatán,Umán,Fuentes móviles que no circulan por carretera,0.372,4.081,41.31,1.531,1.027,0.922,0.0,Yucatán
Yucatán,Umán,Fuentes naturales,,,435.166,3552.415,,,,Yucatán
Yucatán,Valladolid,Fuentes fijas,4847.55,784.586,6588.153,27.931,847.481,520.931,6.867,Yucatán
Yucatán,Valladolid,Fuentes de área,8.311,2315.073,74.131,1756.358,324.083,284.578,270.29,Yucatán
Yucatán,Valladolid,Fuentes móviles carreteros,18.849,3660.741,494.25,333.944,24.191,22.08,7.285,Yucatán
Yucatán,Valladolid,Fuentes móviles que no circulan por carretera,0.2839999999999999,3.073,29.561,1.123,0.76,0.685,0.0,Yucatán
Yucatán,Valladolid,Fuentes naturales,,,564.673,14050.216,,,,Yucatán
Yucatán,Xocchel,Fuentes de área,0.452,130.346,3.607,85.28,16.263,15.365,37.412,Yucatán
Yucatán,Xocchel,Fuentes móviles carreteros,0.164,38.087,4.688,3.681,0.053,0.047,0.069,Yucatán
Yucatán,Xocchel,Fuentes móviles que no circulan por carretera,0.0,0.004,0.012,0.001,0.001,0.001,0.0,Yucatán
Yucatán,Xocchel,Fuentes naturales,,,69.912,1279.612,,,,Yucatán
Yucatán,Yaxcabá,Fuentes de área,4.679,1027.478,33.002,413.963,172.432,139.361,86.474,Yucatán
Yucatán,Yaxcabá,Fuentes móviles carreteros,0.84,143.403,26.873,12.588,1.395,1.276,0.231,Yucatán
Yucatán,Yaxcabá,Fuentes móviles que no circulan por carretera,0.016,0.152,0.4709999999999999,0.036,0.029,0.028,0.0,Yucatán
Yucatán,Yaxcabá,Fuentes naturales,,,408.628,17174.727,,,,Yucatán
Yucatán,Yaxkukul,Fuentes de área,0.25,72.411,2.143,56.933,9.178,8.574999999999998,10.465,Yucatán
Yucatán,Yaxkukul,Fuentes móviles carreteros,1.2,307.092,19.595,28.476,0.627,0.561,0.7239999999999999,Yucatán
Yucatán,Yaxkukul,Fuentes móviles que no circulan por carretera,0.001,0.007,0.021,0.002,0.001,0.001,0.0,Yucatán
Yucatán,Yaxkukul,Fuentes naturales,,,99.459,484.372,,,,Yucatán
Yucatán,Yobaín,Fuentes de área,0.27,79.43899999999998,2.29,52.817,10.702,9.446,11.943,Yucatán
Yucatán,Yobaín,Fuentes móviles carreteros,0.154,37.256,4.285,3.755,0.055,0.048,0.067,Yucatán
Yucatán,Yobaín,Fuentes móviles que no circulan por carretera,0.007,0.063,0.196,0.015,0.012,0.012,0.0,Yucatán
Yucatán,Yobaín,Fuentes naturales,,,185.763,803.842,,,,Yucatán
Zacatecas,Apozol,Fuentes de área,0.6029999999999999,120.085,5.016,84.301,39.319,25.406,47.82,Zacatecas
Zacatecas,Apozol,Fuentes móviles carreteros,1.223,271.79,45.905,23.677,1.599,1.451,0.321,Zacatecas
Zacatecas,Apozol,Fuentes móviles que no circulan por carretera,0.165,1.521,4.725,0.3639999999999999,0.2889999999999999,0.28,0.002,Zacatecas
Zacatecas,Apozol,Fuentes naturales,,,493.887,4307.97,,,,Zacatecas
Zacatecas,Apulco,Fuentes de área,0.4309999999999999,113.247,3.976,58.713,36.32,27.391,43.934,Zacatecas
Zacatecas,Apulco,Fuentes móviles carreteros,1.08,206.213,44.799,18.542,2.353,2.15,0.229,Zacatecas
Zacatecas,Apulco,Fuentes móviles que no circulan por carretera,0.099,0.915,2.844,0.219,0.1739999999999999,0.169,0.001,Zacatecas
Zacatecas,Apulco,Fuentes naturales,,,561.352,2147.946,,,,Zacatecas
Zacatecas,Atolinga,Fuentes de área,0.201,50.333,1.979,39.051,20.59,9.499,36.666,Zacatecas
Zacatecas,Atolinga,Fuentes móviles carreteros,0.934,156.847,37.144,14.054,2.201,2.014,0.186,Zacatecas
Zacatecas,Atolinga,Fuentes móviles que no circulan por carretera,0.125,1.151,3.577,0.276,0.219,0.2119999999999999,0.001,Zacatecas
Zacatecas,Atolinga,Fuentes naturales,,,383.546,1757.864,,,,Zacatecas
Zacatecas,Benito Juárez,Fuentes de área,0.878,144.89,5.003,58.626,44.268,30.416,40.483,Zacatecas
Zacatecas,Benito Juárez,Fuentes móviles carreteros,0.449,99.834,17.162,8.631,0.525,0.4759999999999999,0.108,Zacatecas
Zacatecas,Benito Juárez,Fuentes móviles que no circulan por carretera,0.12,1.103,3.428,0.264,0.21,0.203,0.001,Zacatecas
Zacatecas,Benito Juárez,Fuentes naturales,,,206.421,879.259,,,,Zacatecas
Zacatecas,Calera,Fuentes fijas,0.3539999999999999,1.359,2.805,0.047,0.159,0.113,0.068,Zacatecas
Zacatecas,Calera,Fuentes de área,0.341,88.87,12.159,596.058,131.318,40.021,167.07,Zacatecas
Zacatecas,Calera,Fuentes móviles carreteros,23.181,2171.928,825.763,204.169,106.623,97.958,3.604,Zacatecas
Zacatecas,Calera,Fuentes móviles que no circulan por carretera,1.084,10.295,45.631,2.728,2.075,1.978,0.008,Zacatecas
Zacatecas,Calera,Fuentes naturales,,,525.648,1735.408,,,,Zacatecas
Zacatecas,Cañitas de Felipe Pescador,Fuentes de área,0.221,58.685,3.075,90.844,100.998,28.346,104.247,Zacatecas
Zacatecas,Cañitas de Felipe Pescador,Fuentes móviles carreteros,0.924,191.392,34.711,16.661,1.283,1.168,0.2419999999999999,Zacatecas
Zacatecas,Cañitas de Felipe Pescador,Fuentes móviles que no circulan por carretera,1.503,16.333,119.254,5.885,3.687,3.4,0.006,Zacatecas
Zacatecas,Cañitas de Felipe Pescador,Fuentes naturales,,,433.881,1373.794,,,,Zacatecas
Zacatecas,Concepción del Oro,Fuentes de área,0.31,84.012,4.179,165.025,34.728,15.019,185.048,Zacatecas
Zacatecas,Concepción del Oro,Fuentes móviles carreteros,5.504,585.532,211.033,52.277,20.461,18.788,0.801,Zacatecas
Zacatecas,Concepción del Oro,Fuentes móviles que no circulan por carretera,0.53,5.636,50.542,1.988,1.361,1.235,0.001,Zacatecas
